,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
4499,57,Upland Mountain,Robin,Archer,18,Son,Single,male,Student,None,Methodist
4500,57,Upland Mountain,Laura,Archer,15,Daughter,NA,Female,Student,None,NA
4501,58,Upland Mountain,Dale,Hale,65,Head,Married,Male,Customer service manager,None,Catholic
4502,58,Upland Mountain,Vanessa,Hale,63,Wife,Married,Female,Chief Operating Officer,None,Catholic
4503,59,Upland Mountain,Natalie,Day,35,Head,Single,Female,Unemployed,None,Christian
4504,59,Upland Mountain,Danny,Day,8,Son,NA,Male,Student,None,NA
4505,59,Upland Mountain,Clare,Day,8,Daughter,NA,Female,Student,None,NA
4506,59,Upland Mountain,Jane,Day,6,Daughter,NA,Female,Student,None,NA
4507,59,Upland Mountain,Annette,Day,6,Daughter,NA,Female,Student,None,NA
4508,59,Upland Mountain,Hannah,Day,5,Daughter,NA,female,Student,None,NA
4509,60,Upland Mountain,Sheila,Hodgson,28,Head,Married,Female,Immigration officer,None,Christian
4510,60,Upland Mountain,Bernard,Hodgson,33,Husband,Married,Male,"Programmer, multimedia",None,None
4511,60,Upland Mountain,Sara,Hodgson,11,Daughter,NA,Female,Student,None,NA
4512,60,Upland Mountain,Gavin,Hodgson,7,Son,NA,Male,Student,None,NA
4513,1,July Turnpike,Damian,Reynolds,55,Head,Married,Male,Adult nurse,None,Methodist
4514,1,July Turnpike,Ann,Reynolds,55,Wife,Married,Female,Building services engineer,None,Methodist
4515,2,July Turnpike,Marian,Dickinson,21,Head,Single,Female,University Student,None,Christian
4516,3,July Turnpike,Linda,Lucas,51,Head,Single,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
4517,4,July Turnpike,Denis,Burgess,88,Head,Married,Male,Retired Advice worker,None,Methodist
4518,4,July Turnpike,Geraldine,Burgess,84,Wife,Married,Female,Unemployed,None,Methodist
4519,5,July Turnpike,Pauline,Powell,73,Head,Widowed,Female,Retired Plant breeder/geneticist,None,Christian
4520,6,July Turnpike,Patrick,Jones,23,Head,Divorced,Male,Forensic psychologist,None,None
4521,6,July Turnpike,Jean,Jones,6,Daughter,NA,Female,Student,None,NA
4522,7,July Turnpike,Diana,Chambers,31,Head,Single,Female,Technical brewer,None,None
4523,8,July Turnpike,Stephen,Jones,72,Head,Divorced,Male,Retired Legal secretary,None,Christian
4524,9,July Turnpike,Joanna,Schofield,63,Head,Married,Female,Theatre manager,None,None
4525,9,July Turnpike,Richard,Schofield,62,Husband,Married,Male,Legal executive,None,None
4526,10,July Turnpike,Claire,Thomas,72,Head,Widowed,Female,"Retired Engineer, land",None,Christian
4527,11,July Turnpike,Keith,Willis,70,Head,Divorced,Male,Retired Archivist,None,Christian
4528,12,July Turnpike,Kelly,Moore,32,Head,Married,Female,Clothing/textile technologist,None,Catholic
4529,12,July Turnpike,Abdul,Moore,31,Husband,Married,Male,Chartered certified accountant,None,None
4530,13,July Turnpike,Teresa,Brown,51,Head,Divorced,Female,Unemployed,None,None
4531,13,July Turnpike,Cameron,Brown,22,Son,Single,Male,Herbalist,None,None
4532,13,July Turnpike,Maurice,Brown,21,Son,Single,Male,University Student,None,None
4533,14,July Turnpike,Bryan,Moore,36,Head,Divorced,Male,"Psychologist, sport and exercise",None,None
4534,15,July Turnpike,Stewart,Cooper,21,Head,Single,Male,University Student,None,None
4535,15,July Turnpike,Mark,Matthews,25,None,Single,Male,Neurosurgeon,None,None
4536,1,Westminster Road,Heather,Williams,50,Head,Divorced,Female,Lobbyist,None,Catholic
4537,2,Westminster Road,Jeffrey,Simmons,76,Head,Married,Male,Retired Charity officer,None,None
4538,2,Westminster Road,Holly,Simmons,73,Wife,Married,Female,Retired Outdoor activities/education manager,None,None
4539,3,Westminster Road,Jennifer,Cole,43,Head,Divorced,Female,Unemployed,None,Catholic
4540,3,Westminster Road,Jack,Cole,17,Son,NA,Male,Student,None,NA
4541,3,Westminster Road,Paula,Cole,14,Daughter,NA,Female,Student,None,NA
4542,4,Westminster Road,Caroline,Cross,42,Head,Single,Female,Unemployed,None,Catholic
4543,4,Westminster Road,Oliver,Cross,15,Son,NA,Male,Student,None,NA
4544,5,Westminster Road,Hugh,Bell,54,Head,Single,Male,"Scientist, research (life sciences)",None,Methodist
4545,5,Westminster Road,Eleanor,Edwards,54,Partner,Single,Female,Clothing/textile technologist,None,Methodist
4546,6,Westminster Road,Fiona,Hall,69,Head,Married,Female,"Retired Accountant, chartered public finance",None,None
4547,6,Westminster Road,Keith,Hall,74,Husband,Married,Male,Retired Amenity horticulturist,None,None
4548,7,Westminster Road,Shaun,Ward,82,Head,Widowed,Male,Retired Statistician,None,None
4549,8,Westminster Road,John,Hamilton,24,Head,Divorced,Male,Energy manager,None,None
4550,9,Westminster Road,Terry,Wyatt,80,Head,Widowed,Male,Retired Building surveyor,None,None
4551,10,Westminster Road,Lauren,Pritchard,80,Head,Divorced,Female,Retired Chartered accountant,None,Christian
4552,1,Iron Lodge,Rosemary,Williams,46,Head,Single,Female,Furniture designer,None,Christian
4553,2,Iron Lodge,Amy,French,35,Head,Married,Female,Lexicographer,None,Catholic
4554,2,Iron Lodge,George,French,38,Husband,Married,Male,Learning mentor,None,Catholic
4555,2,Iron Lodge,Jake,French,9,Son,NA,Male,Student,None,NA
4556,2,Iron Lodge,Reece,French,4,Son,NA,Male,Child,None,NA
4557,2,Iron Lodge,Yvonne,French,0,Daughter,NA,Female,Child,None,NA
4558,3,Iron Lodge,Aaron,Taylor,84,Head,Married,Male,Retired Dietitian,None,None
4559,3,Iron Lodge,Lynda,Taylor,82,Wife,Married,Female,Retired Conference centre manager,None,None
4560,4,Iron Lodge,Jemma,Duffy,56,Head,Married,Female,"Lighting technician, broadcasting/film/video",None,Christian
4561,4,Iron Lodge,Christopher,Duffy,58,Husband,Married,Male,Television/film/video producer,None,Christian
4562,4,Iron Lodge,Jamie,Dean,27,Son,Single,Male,Chief Executive Officer,None,None
4563,4,Iron Lodge,Justin,Dean,24,Son,Divorced,Male,Unemployed,None,Christian
4564,4,Iron Lodge,Toby,Dean,8,Son,NA,Male,Student,None,NA
4565,5,Iron Lodge,Stacey,Booth,104,Head,Married,Female,"Retired Teacher, adult education",None,Methodist
4566,5,Iron Lodge,Norman,Booth,107,Husband,Married,Male,Retired Passenger transport manager,None,Methodist
4567,6,Iron Lodge,Adrian,Heath,40,Head,Married,Male,Aeronautical engineer,None,Christian
4568,6,Iron Lodge,Charlene,Heath,38,Wife,Married,Female,Education administrator,None,None
4569,7,Iron Lodge,Julia,Day,52,Head,Single,female,"Horticulturist, commercial",None,Christian
4570,7,Iron Lodge,Barry,Carter,39,None,Single,Male,Marine scientist,None,Catholic
4571,7,Iron Lodge,Gregory,Stevens,29,None,Single,Male,Research scientist (life sciences),None,None
4572,8,Iron Lodge,Colin,Morgan,58,Head,Married,Male,"Librarian, academic",None,None
4573,8,Iron Lodge,Louise,Morgan,64,Wife,Married,Female,Data processing manager,None,None
4574,9,Iron Lodge,Barbara,Howells,25,Head,Single,Female,Unemployed,None,Muslim
4575,9,Iron Lodge,Jake,Howells,2,Son,NA,Male,Child,None,NA
4576,9,Iron Lodge,Catherine,Atkinson,26,Lodger,Single,Female,Learning mentor,None,Catholic
4577,10,Iron Lodge,Anne,Collier,52,Head,Married,Female,Psychiatrist,None,None
4578,10,Iron Lodge,Oliver,Collier,47,Husband,Married,Male,Television camera operator,None,None
4579,11,Iron Lodge,Hugh,Connolly,50,Head,Married,Male,Metallurgist,None,Catholic
4580,11,Iron Lodge,Julie,Connolly,48,Wife,Married,Female,Energy manager,None,Catholic
4581,11,Iron Lodge,Jayne,Connolly,30,Daughter,Divorced,Female,Training and development officer,None,Catholic
4582,12,Iron Lodge,Stuart,Smith,41,Head,Single,male,Data processing manager,None,Christian
4583,13,Iron Lodge,Diana,Begum,46,Head,Single,Female,Chief Technology Officer,None,Muslim
4584,13,Iron Lodge,Dominic,Gibson,44,Partner,Single,Male,Freight forwarder,None,Muslim
4585,14,Iron Lodge,Lynda,Richardson,41,Head,Married,Female,Manufacturing systems engineer,None,None
4586,14,Iron Lodge,Jake,Richardson,43,Husband,Married,Male,Patent attorney,None,None
4587,15,Iron Lodge,Grace,Collins,20,Head,Single,Female,University Student,None,Christian
4588,15,Iron Lodge,Suzanne,Williams,22,None,Single,Female,University Student,None,None
4589,15,Iron Lodge,June,Jennings,20,None,Single,Female,University Student,None,None
4590,15,Iron Lodge,Julian,Curtis,19,None,Single,Male,University Student,None,Christian
4591,16,Iron Lodge,Liam,Murray,49,Head,Married,Male,"Engineer, land",None,Christian
4592,16,Iron Lodge,Sara,Murray,47,Wife,Married,Female,Health promotion specialist,None,None
4593,17,Iron Lodge,Kirsty,Patel,36,Head,Single,Female,Unemployed,None,None
4594,18,Iron Lodge,Irene,Patel,34,Head,Married,Female,Fisheries officer,None,Christian
4595,18,Iron Lodge,Derek,Patel,36,Husband,Married,Male,Data processing manager,None,None
4596,18,Iron Lodge,Nigel,Patel,16,Son,NA,Male,Student,None,NA
4597,19,Iron Lodge,Cheryl,Hall,41,Head,Married,Female,Animator,None,None
4598,19,Iron Lodge,Mohamed,Hall,44,Husband,Married,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
4599,19,Iron Lodge,Elaine,Hall,25,Daughter,Single,Female,"Scientist, biomedical",None,None
4600,19,Iron Lodge,Joanne,Hall,25,Daughter,Divorced,Female,Holiday representative,None,None
4601,20,Iron Lodge,Owen,Simpson,66,Head,Married,Male,Financial planner,None,Christian
4602,20,Iron Lodge,Lauren,Simpson,68,Wife,Married,Female,Retired Government social research officer,None,Christian
4603,21,Iron Lodge,Julia,Kerr,58,Head,Widowed,Female,Animal technologist,None,None
4604,21,Iron Lodge,Helen,Kerr,22,Daughter,Single,Female,University Student,None,None
4605,22,Iron Lodge,Joanne,King,36,Head,Married,Female,Phytotherapist,None,Christian
4606,22,Iron Lodge,Douglas,King,41,Husband,Married,Male,Research scientist (medical),None,Christian
4607,23,Iron Lodge,Kate,Jones,73,Head,Married,Female,Retired Trading standards officer,None,Christian
4608,23,Iron Lodge,Iain,Jones,74,Husband,Married,Male,"Retired Engineer, automotive",None,Christian
4609,23,Iron Lodge,Michelle,Cook,15,Granddaughter,NA,Female,Student,None,NA
4610,24,Iron Lodge,Amelia,Smith,29,Head,Married,Female,Occupational hygienist,None,None
4611,24,Iron Lodge,Justin,Smith,26,Husband,Married,Male,Unemployed,None,None
4612,24,Iron Lodge,Joel,Smith,6,Son,NA,Male,Student,None,NA
4613,25,Iron Lodge,Frances,Young,42,Head,Single,Female,Recruitment consultant,None,Catholic
4614,25,Iron Lodge,Frank,Young,8,Son,NA,Male,Student,None,NA
4615,26,Iron Lodge,Sheila,Bailey,39,Head,Married,Female,Scientific laboratory technician,None,None
4616,26,Iron Lodge,Brett,Bailey,41,Husband,Married,Male,Magazine features editor,None,None
4617,26,Iron Lodge,Mitchell,Bailey,11,Son,NA,male,Student,None,NA
4618,26,Iron Lodge,Beth,Bailey,9,Daughter,NA,Female,Student,None,NA
4619,26,Iron Lodge,Karen,Bailey,5,Daughter,NA,Female,Student,None,NA
4620,27,Iron Lodge,Aimee,Robson,58,Head,Single,Female,"Psychologist, educational",None,None
4621,27,Iron Lodge,Leslie,Robson,18,Son,Single,Male,Student,None,None
4622,28,Iron Lodge,Gail,Edwards,45,Head,Divorced,Female,Unemployed,None,Christian
4623,28,Iron Lodge,Sian,Edwards,29,Daughter,Single,Female,Agricultural engineer,None,Christian
4624,29,Iron Lodge,Harry,Hale,63,Head,Single,Male,"Psychotherapist, child",None,None
4625,1,Horseshoehall Street,Lesley,Johnson,46,Head,Single,Female,Software engineer,None,None
4626,1,Horseshoehall Street,Frederick,Lynch,20,None,Single,Male,University Student,None,Christian
4627,1,Horseshoehall Street,Lawrence,Evans,21,None,Single,Male,University Student,None,None
4628,1,Horseshoehall Street,Justin,Cooper,38,None,Single,male,Cytogeneticist,None,Christian
4629,2,Horseshoehall Street,Bethany,Sullivan,60,Head,Single,Female,Equities trader,None,Christian
4630,2,Horseshoehall Street,Elliot,Doyle,21,None,Single,Male,University Student,None,None
4631,3,Horseshoehall Street,Kieran,Smith,23,Head,Married,Male,Nature conservation officer,None,Catholic
4632,3,Horseshoehall Street,Shirley,Smith,20,Wife,Married,Female,University Student,None,Catholic
4633,4,Horseshoehall Street,Clare,Smith,46,Head,Married,Female,Clinical embryologist,None,Catholic
4634,4,Horseshoehall Street,Philip,Smith,48,Husband,Married,Male,Volunteer coordinator,None,None
4635,4,Horseshoehall Street,Maureen,Smith,28,Daughter,Divorced,Female,Theatre director,None,None
4636,4,Horseshoehall Street,Clifford,Smith,25,Son,Single,Male,Radiation protection practitioner,None,Catholic
4637,4,Horseshoehall Street,Joel,Smith,24,Son,D,Male,Agricultural consultant,None,None
4638,4,Horseshoehall Street,Clifford,Wood-Smith,20,Son,Single,Male,University Student,None,Catholic
4639,4,Horseshoehall Street,Leslie,Scott,10,Son,NA,Male,Student,None,NA
4640,5,Horseshoehall Street,Irene,Metcalfe,54,Head,Married,Female,"Nurse, mental health",None,Christian
4641,5,Horseshoehall Street,Dominic,Metcalfe,56,Husband,Married,Male,Ceramics designer,None,Christian
4642,5,Horseshoehall Street,Dominic,Metcalfe,24,Son,Single,Male,"Production assistant, radio",None,None
4643,5,Horseshoehall Street,Denis,Metcalfe,17,Son,NA,male,Student,None,NA
4644,5,Horseshoehall Street,Philip,Metcalfe,13,Son,NA,Male,Student,None,NA
4645,5,Horseshoehall Street,Leigh,Metcalfe,9,Son,NA,Male,Student,None,NA
4646,6,Horseshoehall Street,Hollie,Evans,55,Head,Married,Female,Firefighter,None,Catholic
4647,6,Horseshoehall Street,Joseph,Evans,64,Husband,Married,Male,Contracting civil engineer,None,None
4648,6,Horseshoehall Street,Valerie,Evans,32,Daughter,Single,Female,Gaffer,None,Catholic
4649,7,Horseshoehall Street,Marian,Riley,32,Head,Divorced,Female,"Designer, ceramics/pottery",None,Christian
4650,7,Horseshoehall Street,Karl,Riley,12,Son,NA,Male,Student,None,NA
4651,7,Horseshoehall Street,Phillip,Riley,6,Son,NA,Male,Student,None,NA
4652,8,Horseshoehall Street,Francesca,Chambers,45,Head,Married,Female,Call centre manager,Physical Disability,None
4653,8,Horseshoehall Street,Ross,Chambers,47,Husband,Married,Male,Media planner,None,None
4654,8,Horseshoehall Street,Lee,Chambers,13,Son,NA,Male,Student,None,NA
4655,9,Horseshoehall Street,Holly,Sheppard,35,Head,Married,Female,Naval architect,None,Christian
4656,9,Horseshoehall Street,Marcus,Sheppard,38,Husband,Married,Male,Aid worker,None,Christian
4657,9,Horseshoehall Street,Shaun,Sheppard,10,Son,NA,Male,Student,None,NA
4658,10,Horseshoehall Street,Tracey,Ryan,44,Head,Married,Female,Arboriculturist,None,Catholic
4659,10,Horseshoehall Street,Donald,Ryan,46,Husband,Married,Male,Insurance underwriter,None,Catholic
4660,10,Horseshoehall Street,Jacqueline,Ryan,23,Daughter,Single,Female,Sales promotion account executive,None,Catholic
4661,10,Horseshoehall Street,Suzanne,Ryan,19,Daughter,Single,Female,University Student,None,None
4662,11,Horseshoehall Street,Rhys,Dobson,22,Head,Single,Male,University Student,None,Muslim
4663,11,Horseshoehall Street,Joanne,Fisher,18,None,Single,Female,University Student,None,Christian
4664,11,Horseshoehall Street,Rachael,Williamson,18,None,Single,Female,University Student,None,Christian
4665,12,Horseshoehall Street,Sophie,Watson,34,Head,Single,Female,Haematologist,None,Methodist
4666,12,Horseshoehall Street,Bernard,Smith,39,None,Single,Male,Banker,None,Catholic
4667,12,Horseshoehall Street,Carol,White,43,None,Single,Female,Retail merchandiser,None,None
4668,12,Horseshoehall Street,Julie,Warner,45,None,Single,Female,"Designer, industrial/product",None,Catholic
4669,12,Horseshoehall Street,Duncan,Bolton,40,None,Single,Male,Medical physicist,None,Christian
4670,1,Rose Curve,Martin,James,77,Head,Widowed,Male,Retired Web designer,None,Christian
4671,2,Rose Curve,Sean,Smart,37,Head,Divorced,Male,"Education officer, community",None,Catholic
4672,3,Rose Curve,Hugh,Welch,52,Head,Single,Male,"Engineer, site",None,Methodist
4673,3,Rose Curve,Nicole,Walker,52,Partner,Single,Female,Data processing manager,None,Methodist
4674,4,Rose Curve,Elizabeth,Walton,55,Head,Divorced,Female,Financial risk analyst,None,Christian
4675,5,Rose Curve,Natasha,Simpson,28,Head,Married,f,"Programmer, systems",None,Sikh
4676,5,Rose Curve,Danny,Simpson,32,Husband,Married,Male,"Nurse, adult",None,Sikh
4677,5,Rose Curve,Alexandra,Simpson,11,Daughter,NA,Female,Student,None,NA
4678,6,Rose Curve,Max,Jones,35,Head,Single,Male,Barrister's clerk,None,Catholic
4679,6,Rose Curve,Donna,Pope,42,Lodger,Single,Female,Translator,None,Methodist
4680,7,Rose Curve,Carl,Archer,26,Head,Single,Male,Public librarian,None,None
4681,8,Rose Curve,Chloe,Campbell,19,Head,Single,Female,University Student,None,None
4682,1,Lobster Pines,Mary,Jones,46,Head,Married,Female,Lawyer,None,None
4683,1,Lobster Pines,Owen,Jones,51,Husband,Married,Male,Multimedia specialist,None,None
4684,1,Lobster Pines,Heather,Watts,13,Daughter,NA,Female,Student,None,NA
4685,1,Lobster Pines,Eleanor,Watts,10,Daughter,NA,Female,Student,None,NA
4686,1,Lobster Pines,George,Watts,8,Son,NA,Male,Student,None,NA
4687,2,Lobster Pines,Mary,Fisher,38,Head,Single,Female,Volunteer coordinator,None,None
4688,2,Lobster Pines,John,Dennis,39,Partner,Single,Male,Games developer,None,None
4689,2,Lobster Pines,Elizabeth,Fisher,17,Daughter,NA,female,Student,None,NA
4690,2,Lobster Pines,Frank,Fisher,14,Son,NA,Male,Student,None,NA
4691,3,Lobster Pines,Sian,Davis,48,Head,Married,Female,"Therapist, occupational",None,Christian
4692,3,Lobster Pines,Jeffrey,Davis,49,Husband,Married,Male,Illustrator,None,Christian
4693,3,Lobster Pines,Douglas,Davis,12,Son,NA,Male,Student,None,NA
4694,3,Lobster Pines,Leigh,Davis,8,Son,NA,Male,Student,None,NA
4695,4,Lobster Pines,Pauline,Alexander,41,Head,Divorced,Female,Unemployed,None,None
4696,5,Lobster Pines,Glen,Lewis,51,Head,Divorced,Male,Sub,None,Christian
4697,5,Lobster Pines,Jasmine,Lewis,12,Daughter,NA,Female,Student,None,NA
4698,6,Lobster Pines,Richard,Barry,44,Head,Divorced,Male,Health service manager,None,Christian
4699,7,Lobster Pines,Lorraine,Marsh,58,Head,Married,Female,"Scientist, biomedical",None,Catholic
4700,7,Lobster Pines,Max,Marsh,60,Husband,Married,Male,Public house manager,None,Catholic
4701,7,Lobster Pines,Hannah,Marsh,38,Daughter,Divorced,Female,Health promotion specialist,None,Catholic
4702,7,Lobster Pines,Olivia,Marsh,34,Daughter,Single,Female,Midwife,None,Catholic
4703,8,Lobster Pines,Chloe,Edwards,76,Head,Divorced,Female,Retired Further education lecturer,None,None
4704,9,Lobster Pines,Georgina,Wilkins,40,Head,Married,Female,IT technical support officer,None,Catholic
4705,9,Lobster Pines,Graham,Wilkins,39,Husband,Married,Male,Telecommunications researcher,Deaf,Catholic
4706,9,Lobster Pines,Frances,Wilkins,1,Daughter,NA,Female,Child,None,NA
4707,9,Lobster Pines,Liam,Reed,33,Sibling,Single,Male,Psychotherapist,None,None
4708,10,Lobster Pines,Marion,Douglas,64,Head,Single,Female,"Surveyor, quantity",None,Christian
4709,10,Lobster Pines,Matthew,Douglas,34,Son,Single,male,Magazine journalist,None,Christian
4710,10,Lobster Pines,Mark,Douglas,32,Son,Single,Male,Public relations account executive,None,None
